scenario,scale_gev,log10_scale_gev,gY,g2,g3,lambdaH,C5_norm_gev_inverse,mass_norm_ev,m_light_ev,m_middle_ev,m_heavy_ev
full,187.76124029932757,2.2736059454304103,0.3521963031810471,0.6512336428078582,1.1732184044029241,0.40372534853881814,8.621211667052061e-16,0.05226548224608089,0.0010268095011621515,0.008945622978306427,0.05148399873935313
full,180.75777616942665,2.257096989644738,0.35212446263004543,0.65144428194488,1.1759490438999234,0.4052710459150427,8.609696736694091e-16,0.052195673800188136,0.0010254380116698476,0.008933674675557158,0.05141523409585117
full,174.01554012760514,2.2405880338590656,0.35205266602294766,0.6516551256055828,1.1786988390806363,0.4068274458245508,8.598146371959761e-16,0.052125650535910215,0.0010240623019525407,0.00892168960530463,0.05134625784592442
full,167.52478840810122,2.224079078073393,0.3519809133149722,0.6518661741211572,1.1814680149611894,0.4083946809065286,8.586560329451463e-16,0.05205541097766645,0.0010226823430213496,0.008909667514993325,0.0512770685360552
full,161.2761406860528,2.2075701222877204,0.35190920446140145,0.6520774278235455,1.1842568002763483,0.40997288613079685,8.574938362788784e-16,0.0519849536317931,0.00102129810553213,0.00889760814897269,0.05120766469491309
full,155.2605665212092,2.191061166502048,0.3518375394175813,0.6522888870454429,1.1870654275590642,0.41156219885031475,8.563280222556681e-16,0.05191427698622924,0.0010199095597792935,0.008885511248443334,0.05113804483304567
full,149.46937230729182,2.1745522107163753,0.3517659181389215,0.6525005521203007,1.1898941332220694,0.4131627588551088,8.551585656252614e-16,0.05184337951019617,0.0010185166756895554,0.00887337655140223,0.0510682074425625
full,143.89418870814154,2.158043254930703,0.35169434058089527,0.652712423382328,1.1927431576415657,0.41477470842766384,8.539854408232655e-16,0.051772259653870785,0.0010171194228154544,0.008861203792586743,0.050998150996813554
full,138.52695856249431,2.1415342991450306,0.3516228066990391,0.6529245011664943,1.195612745243057,0.41639819239981185,8.528086219656547e-16,0.05170091584805243,0.0010157177703288697,0.008848992703417638,0.05092787395006098
full,133.3599252399082,2.1250253433593578,0.3515513164489529,0.653136785808531,1.1985031445893666,0.4180333582111532,8.516280828431749e-16,0.051629346503823725,0.0010143116870143182,0.008836743011941043,0.050857374737144974
full,128.38562143101228,2.1085163875736854,0.3514798697862997,0.6533492776449342,1.2014146084708892,0.41968035596904707,8.504437969156418e-16,0.05155755001220489,0.0010129011412621642,0.008824454442769233,0.050786651773143406
full,123.59685835587642,2.092007431788013,0.35140846666680553,0.6535619770129671,1.2043473939981242,0.4213393385102067,8.492557373061371e-16,0.0514855247438019,0.0010114861010617183,0.008812126717020483,0.05071570345302498
full,118.98671537490812,2.0754984760023403,0.3513371070462595,0.6537748842506619,1.2073017626965328,0.4230104614639349,8.48063876795099e-16,0.051413269048448146,0.0010100665339942082,0.008799759552257647,0.05064452815129658
full,114.5485299872614,2.058989520216668,0.35126579088051335,0.6539879996968219,1.2102779806037705,0.4246938833170349,8.468681878143086e-16,0.05134078125484002,0.001008642407225599,0.008787352662425895,0.050573124221644
full,110.27588820230224,2.0424805644309956,0.3511945181254816,0.6542013236910242,1.213276318369337,0.42638976548043395,8.456686424407729e-16,0.051268059670165886,0.0010072136874993106,0.008774905757789088,0.05050148999656667
full,106.16261527021788,2.0259716086453228,0.35112328873714144,0.6544148565736218,1.2162970513566926,0.4280982723575537,8.444652123904998e-16,0.05119510257972891,0.0010057803411288072,0.00876241854486531,0.050429623787006043
full,102.202766758373,2.0094626528596504,0.35105210267153236,0.6546285986857455,1.219340459747886,0.4298195714144637,8.432578690121724e-16,0.05112190824656337,0.0010043423339900727,0.008749890726361178,0.0503575238819676
full,98.39061996051517,1.992953697073978,0.35098095988475647,0.654842550369307,1.22240682865074,0.43155383325185426,8.420465832807144e-16,0.05104847491104465,0.001002899631513926,0.008737322001105084,0.05028518854813681
full,94.72066562641687,1.9764447412883055,0.3509098603329779,0.6550567119670008,1.2254964482086417,0.4333012316788634,8.408313257907521e-16,0.05097480079049291,0.0010014521986782547,0.008724712063979317,0.050212616029488566
full,91.1876,1.9599357855026331,0.35083880397242295,0.6552710838223057,1.228609613712984,0.43506194378879465,8.396120667499692e-16,0.050900884078770185,0.0010000000000000742,0.008712060605851191,0.05013980454689044
