scale_gev,log10_scale_gev,gY,g2,g3,lambda1,lambda2,lambda3,lambda4,lambda5,mH2_gev2,mEta2_gev2,sqrt_mEta2_gev,max_abs_h,M1_gev,M2_gev,M3_gev,bfb_lambda3_margin,bfb_lambda345_margin
10000.0,4.0,0.3600740040929249,0.6308835464610975,0.9627257248555935,0.28364760137594147,0.1754224040521446,0.08583163170516049,-0.08140957892369924,9.810763309021642e-09,-15591.227652784037,1484438.0582396663,1218.3751713818147,0.13041285039023978,999.9569259051284,1299.556643568008,1597.0194871925346,0.30889696773250486,0.2274873789980423
8961.50501946605,3.9523809523809526,0.35984731024834526,0.6314072506310742,0.967092185630174,0.28616927046559365,0.17531323181849454,0.08545704908614625,-0.08141628043220585,9.803053860451271e-09,-15731.761822912817,1485584.9473232257,1218.845743859011,0.13049478663682015,999.955871453942,1299.5457943763406,1596.9466944456262,0.3094420031622272,0.22802571292696747
8030.85722139152,3.904761904761905,0.3596210440281607,0.6319322611698357,0.9715186047261137,0.28872357792911907,0.17520400731316055,0.08508054037359322,-0.08142139738453423,9.795155836079323e-09,-15869.987906801824,1486736.2254035743,1219.3179345041942,0.13057688819852473,999.9548156069098,1299.5349310213521,1596.8738134589062,0.309992807400039,0.22857140022034894
7196.856730011521,3.857142857142857,0.3593952040896427,0.6324585835176099,0.9760063664716294,0.29131127543815294,0.17509472729506687,0.0847020899551664,-0.08142490074854884,9.787065849448164e-09,-16005.889656277039,1487891.9114789646,1219.7917492256474,0.13065915577363502,999.9537583602505,1299.5240534649145,1596.8008440021247,0.3105495347731707,0.22912462423755603
6449.466771037627,3.8095238095238098,0.35916978909595776,0.6329862231463936,0.9805568998713243,0.2939331402959493,0.17498538849832168,0.08432168195890277,-0.08142676079314684,9.778780436707293e-09,-16139.450665522632,1489052.0246904076,1220.267193974503,0.13074159006418332,999.9526997101634,1299.513161668716,1596.7277858439518,0.3111123447896692,0.22968557421774194
5779.692884153314,3.761904761904762,0.35894479771613413,0.6335151855601914,0.9851716803401889,0.29658997648847524,0.1748759876319284,0.08393930024843067,-0.08142694706867588,9.770296054549712e-09,-16270.654368125772,1490216.5843229722,1220.7442747451132,0.13082419177598092,999.9516396528313,1299.50225559427,1596.654638751984,0.311681402329167,0.2302544454901951
5179.474679231213,3.7142857142857144,0.358720228625029,0.634045476295257,0.9898522318560043,0.299282615964257,0.17476652137964588,0.083554928407278,-0.08142542837762341,9.761609076923743e-09,-16399.48403068774,1491385.6098070599,1221.222997575406,0.13090696161864657,999.9505781844189,1299.491335202908,1596.5814024927301,0.31225687789934875,0.23083143976011625
4641.588833612782,3.666666666666667,0.3584960805032967,0.6345771009203484,0.9946001342625281,0.3020119226622828,0.1746569864020089,0.08316854956949248,-0.08142217261443392,9.75271577510182e-09,-16525.922698582268,1492559.1207190852,1221.7033685469994,0.13098990030563712,999.9495153010722,1299.4804004557784,1596.5080768316027,0.31283894877163365,0.23141676640448397
4159.562163071847,3.619047619047619,0.35827235203735486,0.6351100650369601,0.999417019736412,0.3047787908342903,0.17454737933342232,0.08278014659706402,-0.081417146895015,9.74361233476523e-09,-16649.953248687547,1493737.1367835577,1222.1853937858846,0.1310730085542745,999.9484509989202,1299.469451313849,1596.4346615329218,0.3134277982576319,0.23201064161900453
3727.593720314942,3.5714285714285716,0.3580490419193521,0.6356443742795713,1.0043045750690984,0.3075841464230164,0.1744376967819594,0.08238970206728487,-0.08141031752828554,9.73429485287617e-09,-16771.558383859774,1494919.6778744105,1222.6690794627998,0.1311562870857748,999.9473852740723,1299.4584877379043,1596.3611563598936,0.3140236159673784,0.232613288704798
3340.4849835132445,3.5238095238095237,0.35782614884713626,0.6361800343158983,1.0092645453703468,0.310428949218876,0.17432793532967328,0.08199719822309198,-0.08140164995498042,9.724759330423371e-09,-16890.7206156647,1496106.7640162013,1223.1544317935495,0.13123973662527827,999.9463181226207,1299.44750968854,1596.2875610746175,0.31462659830804823,0.23322493862830848
2993.5772947204905,3.4761904761904763,0.3576036715242224,0.6367170508471476,1.014298736679977,0.31331419445420167,0.1742180915323547,0.08160261696187907,-0.08139110871776939,9.71500166919425e-09,-17007.42225886449,1497298.4153854824,1223.6414570393904,0.13132335790187924,999.9452495406385,1299.4365171261716,1596.2138754380687,0.315236948787936,0.23384583035516496
2682.6957952797275,3.428571428571429,0.35738160865976115,0.6372554296082701,1.0194090187272986,0.3162409144898691,0.17410816191929104,0.0812059398235512,-0.08137865742983175,9.705017668377829e-09,-17121.64542556029,1498494.6523121868,1224.130161507422,0.13140715164865596,999.9441795241803,1299.4255100110208,1596.1400992100994,0.3158548783370395,0.23447621120219006
2404.0991835099717,3.380952380952381,0.35715995896850733,0.6377951763682189,1.0245973278485863,0.31921018060164186,0.17399814299302704,0.08080714797785138,-0.08136425874185184,9.694803020995778e-09,-17233.372018993454,1499695.4952810253,1224.6205515509796,0.13149111860270116,999.9431080692825,1299.4144883031279,1596.0662321494287,0.31648060564577474,0.23511633720911987
2154.4346900318847,3.3333333333333335,0.3569387211707886,0.6383362969302088,1.02986567007296,0.3222231048735716,0.173888031229126,0.0804062222109884,-0.08134787430740008,9.684353310159063e-09,-17342.583727008405,1500900.9649329002,1225.1126335700324,0.13157525950515234,999.9420351719614,1299.4034519623394,1595.9922740136312,0.3171143575232365,0.2357664735314831
1930.6977288832516,3.285714285714286,0.35671789399247456,0.6388787971319781,1.0352161243870297,0.32528084220578696,0.1737778230759309,0.08000314291159542,-0.08132946474666468,9.673664005147527e-09,-17449.262015180087,1502111.0820663334,1225.6064140115836,0.1316595751012229,999.9409608282159,1299.392400948311,1595.9182245591387,0.31775636927630124,0.23642689485597254
1730.1957388458943,3.238095238095238,0.35649747616494576,0.6394226828460535,1.0406508461886612,0.32838459244400653,0.17366751495432484,0.07959789005604856,-0.08130898960849889,9.662730457309894e-09,-17553.388119609004,1503325.8676389079,1226.101899370076,0.13174406614023312,999.9398850340252,1299.381335220507,1595.8440835412243,0.3184068851107562,0.23709788583952685
1550.5157798326254,3.1904761904761907,0.35627746642506325,0.6399679599800169,1.0461720709402278,0.3315356026381109,0.1735571032574902,0.07919044319317492,-0.08128640733074882,9.651547895781547e-09,-17654.943039386788,1504545.3427687283,1226.5990961878001,0.1318287333756417,999.9388077853487,1299.3702547382013,1595.7698507140008,0.3190661585555201,0.2377797415732234
1389.4954943731389,3.1428571428571432,0.3560578635151381,0.6405146344767746,1.0517821180317024,0.33473516943710746,0.1734465843506655,0.07878078142837937,-0.08126167519882659,9.640111423017534e-09,-17753.907528735264,1505769.5287358942,1227.0980110553087,0.13191357756507732,999.9377290781274,1299.3591594604693,1595.6955258304147,0.31973445291090224,0.23847276807196424
1245.197084735033,3.0952380952380953,0.3558386661829011,0.64106271231483,1.0574833948639502,0.33798464162782366,0.1733359545709001,0.07836888340721943,-0.08123474930249396,9.628416010138178e-09,-17850.262088822026,1506998.4469839917,1227.5986506118325,0.13199859947037085,999.9366489082827,1299.3480493461946,1595.6211086422327,0.32041204172172827,0.2391772827908183
1115.883992507749,3.047619047619048,0.35561987318147315,0.6416121995085577,1.063278401162583,0.3412854228246623,0.17322521022680495,0.07795472729845777,-0.0812055844908213,9.616456492084727e-09,-17943.98695925543,1508232.1191216013,1228.1010215457038,0.13208379985758736,999.935567271717,1299.33692435406,1595.5465989000402,0.32109920927603863,0.23989361516876084
1000.0,3.0,0.3554014832693349,0.6421631021084809,1.069169733532734,0.34463897431775464,0.17311434759829994,0.07753829077662146,-0.0811741343252868,9.604227562582448e-09,-18035.062109262035,1509470.5669238244,1228.6051305947833,0.132169179497059,999.9344841643108,1299.3257844425539,1595.4719963532286,0.32179625112994414,0.24062210720042976
